County,FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(Ü) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (á) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Bladder/Male
"Sebastian County, Arkansas(6,10)",5131,***,38.1,31.3,46,23,stable,-10.4,-23.7,5.4,
"Franklin County, Alabama(6,10)",1059,***,38.1,25.7,54.5,6,stable,-7.4,-34.9,31.8,
"Panola County, Texas(6,10)",48365,***,38.1,24.5,56.7,5,stable,-1.9,-16.8,15.7,
"Amite County, Mississippi(6,10)",28005,***,38.1,21.6,63.8,3,*,*,*,*,
"York County, South Carolina(6,10)",45091,***,38.1,32.7,44.1,39,stable,0.7,-18.2,23.9,
"Vernon Parish, Louisiana(7,8)",22115,***,38.1,26.3,52.9,7,stable,1.5,-3.9,7.2,
"Winneshiek County, Iowa(7)",19191,***,38.1,24.5,57.2,5,*,*,*,*,
"Ashland County, Ohio(6,10)",39005,***,38,28.9,49.3,12,stable,-8.6,-31.2,21.5,
"Anderson County, South Carolina(6,10)",45007,***,38,32.7,44,39,stable,12.6,-7.3,36.9,
"Jones County, Mississippi(6,10)",28067,***,38,29.1,48.8,13,stable,-0.1,-25.3,33.4,
"Kalkaska County, Michigan(6,10)",26079,***,38 #  ,23.9,58.6,5,stable,10.8,-29.3,73.6,
"Hocking County, Ohio(6,10)",39073,***,38,26,54,7,stable,-3.6,-58,121,
"Elmore County, Idaho(6,10)",16039,***,38,23.5,57.9,4,stable,20.9,-31,111.9,
"Glenn County, California(7,8)",6021,***,38,24.9,55.5,5,stable,0.3,-2.9,3.6,
"Rockcastle County, Kentucky(7)",21203,***,38,22.2,61.2,4,*,*,*,*,
"Morgan County, Tennessee(6,10)",47129,***,38,24.5,56.6,5,stable,-14.8,-56.7,67.9,
"Macon County, North Carolina(6,10)",37113,***,38,28.3,50.7,11,stable,6.4,-33.1,69.2,
"Whatcom County, Washington(7,8)",53073,***,38,32.9,43.7,42,stable,-0.2,-1.4,1.1,
"Gasconade County, Missouri(6,10)",29073,***,38,23.4,59.8,4,stable,-20.6,-50.3,26.7,
"Franklin County, New York(6,10)",36033,***,37.9,28.2,50.1,11,stable,-5.3,-25.5,20.3,
"Franklin County, Missouri(6,10)",29071,***,37.9,30.9,46.1,21,stable,-1.4,-12.4,11,
"Forsyth County, North Carolina(6,10)",37067,***,37.9,33.8,42.4,65,stable,-8,-24.6,12.2,
"Harlan County, Kentucky(7,8)",21095,***,37.9,24.9,55.4,6,stable,2.5,-3.5,8.8,
"Morgan County, Indiana(6,10)",18109,***,37.9,29.1,48.6,14,stable,5.3,-39.3,82.8,
"St. Clair County, Illinois(6,10)",17163,***,37.9,33,43.2,47,stable,3,-4.8,11.4,
"Houston County, Georgia(7,8)",13153,***,37.8,30.6,46.1,21,stable,-1.2,-4.4,2.1,
"Chester County, Tennessee(6,10)",47023,***,37.8,21.7,61.4,3,*,*,*,*,
"Grundy County, Illinois(6,10)",17063,***,37.8,26.7,51.8,8,stable,22.4,-17.1,80.9,
"Scotts Bluff County, Nebraska(6,10)",31157,***,37.8,27,51.6,8,stable,-16.1,-34.7,7.9,
"Butler County, Iowa(7)",19023,***,37.8,22.9,59.9,4,*,*,*,*,
"Twin Falls County, Idaho(6,10)",16083,***,37.8,29.7,47.3,16,stable,5,-28.1,53.2,
"Avery County, North Carolina(6,10)",37011,***,37.7,23.7,57.9,5,stable,6.1,-49.7,123.7,
"Jackson County, Ohio(6,10)",39079,***,37.7,25.4,54.1,6,stable,-9.2,-44.1,47.4,
"Washington County, Ohio(6,10)",39167,***,37.7,29.6,47.7,15,falling,-16.9,-30.1,-1.3,
"Sonoma County, California(7,8)",6097,***,37.7,34.4,41.3,100,falling,-1.5,-2.3,-0.8,
"Howard County, Indiana(6,10)",18067,***,37.7,30.3,46.5,19,stable,-3.9,-22.7,19.5,
"Randolph County, Alabama(6,10)",1111,***,37.7,24.4,56.2,5,stable,-7.6,-42.4,48.1,
"Alamance County, North Carolina(6,10)",37001,***,37.7,31.8,44.4,30,stable,6.4,-15.5,33.9,
"Lee County, Illinois(6,10)",17103,***,37.7,26.9,51.7,8,stable,3.4,-24,40.9,
"Kendall County, Illinois(6,10)",17093,***,37.7,28.6,48.4,13,stable,12.9,-24.3,68.3,
"New Madrid County, Missouri(6,10)",29143,***,37.7,22.7,59.2,4,stable,7.7,-10.7,30.1,
"Kitsap County, Washington(7,8)",53035,***,37.7,33.1,42.7,53,stable,-0.7,-1.6,0.1,
"Dickinson County, Michigan(6,10)",26043,***,37.6 #  ,25.9,53.5,7,stable,25.6,-18.5,93.5,
"Scott County, Iowa(7,8)",19163,***,37.6,31.8,44.1,32,stable,-0.5,-1.6,0.7,
"Autauga County, Alabama(6,10)",1001,***,37.6,27.6,50,10,stable,-3,-40,56.5,
"Bell County, Kentucky(7,8)",21013,***,37.6,24.7,54.8,6,stable,0.8,-3.3,5.1,
"Cullman County, Alabama(6,10)",1043,***,37.6,29.7,46.9,17,stable,-6.3,-25.5,17.8,
"McDuffie County, Georgia(7)",13189,***,37.6,21.5,60.6,4,*,*,*,*,
"Fairbanks North Star, Alaska(6,10)",2090,***,37.6,27.6,49.6,12,stable,-2.8,-23.8,24,
"Calaveras County, California(7,8)",6009,***,37.5,29.1,48.3,15,stable,13,-6.1,36.1,
"Tattnall County, Georgia(7,8)",13267,***,37.5,21.3,60.3,4,stable,-0.1,-7.5,7.7,
"James City County, Virginia(6,10)",51095,***,37.5,30.2,46.3,19,stable,7.7,-14,34.8,
"Raleigh County, West Virginia(6,10)",54081,***,37.5,29.9,46.5,18,stable,2.3,-15.4,23.7,
"Moore County, North Carolina(6,10)",37125,***,37.5,31.1,45,26,stable,-3.4,-21.1,18.4,
"Pettis County, Missouri(6,10)",29159,***,37.5,26.9,51,8,stable,-13.4,-39.1,23.3,
"Canyon County, Idaho(6,10)",16027,***,37.5,31.8,43.9,32,stable,-4.5,-19.4,13.3,
"Orange County, Vermont(6,10)",50017,***,37.5,25.2,54,6,stable,-6,-24.5,17,
"Hendricks County, Indiana(6,10)",18063,***,37.5,30.8,45.1,24,stable,-5.3,-21.7,14.5,
"Chelan County, Washington(6,10)",53007,***,37.5,29.8,46.6,17,stable,6.9,-18.2,39.8,
"Warren County, Virginia(6,10)",51187,***,37.5,26,52.3,8,stable,5.1,-21.2,40.2,
"Nassau County, Florida(6,10)",12089,***,37.4,30.3,46,20,stable,-6.2,-26.6,19.8,
"King George County, Virginia(6,10)",51099,***,37.4,21.6,59.8,4,stable,-8.6,-50.8,69.9,
"Wayne County, Tennessee(6,10)",47181,***,37.4,22.6,58.9,4,stable,-1.6,-29,36.4,
"Logan County, Oklahoma(6,10)",40083,***,37.4,27,50.6,9,stable,-0.7,-30.8,42.6,
"Livingston County, Illinois(6,10)",17105,***,37.4,26.8,51.1,8,stable,-12.7,-32.6,13.1,
"Sarasota County, Florida(6,10)",12115,***,37.4,34.8,40.3,164,stable,-0.5,-8.4,8.2,
"Brown County, South Dakota(6,10)",46013,***,37.4,26.4,51.5,8,stable,-6.3,-40.4,47.4,
"York County, Nebraska(6,10)",31185,***,37.3,20.8,62.5,3,*,*,*,*,
"DeWitt County, Texas(6,10)",48123,***,37.3,24,55.9,5,falling,-20.7,-36.6,-0.7,
"Vermilion Parish, Louisiana(7,8)",22113,***,37.3,27.9,49,11,stable,1.1,-3.1,5.4,
"Marion County, Oregon(6,10)",41047,***,37.3,33.1,41.9,59,stable,-3.1,-21.2,19.1,
"Richland County, Wisconsin(6,10)",55103,***,37.3,23.5,57.2,5,stable,2.7,-32.3,55.8,
"Ingham County, Michigan(6,10)",26065,***,37.3 #  ,32.2,42.9,42,stable,-3.2,-15.6,10.9,
"Vigo County, Indiana(6,10)",18167,***,37.3,30,45.7,19,stable,-1,-11.1,10.3,
"Peoria County, Illinois(6,10)",17143,***,37.3,31.9,43.3,36,stable,3.4,-14.3,24.7,
"Union County, Illinois(6,10)",17181,***,37.3,23.3,57.4,5,stable,-1.5,-42.4,68.5,
"Crawford County, Arkansas(6,10)",5033,***,37.3,28.3,48.2,12,stable,8.4,-5.3,24,
"Lexington County, South Carolina(6,10)",45063,***,37.2,32.4,42.5,47,stable,7.6,-12.8,32.9,
"Prentiss County, Mississippi(6,10)",28117,***,37.2,23.9,55.6,5,stable,0.9,-38.8,66.4,
"Newberry County, South Carolina(6,10)",45071,***,37.2,26.3,51.4,8,stable,1.4,-35.6,59.7,
"Windsor County, Vermont(6,10)",50027,***,37.2,29,47.3,15,stable,-12.4,-39.5,26.7,
"Lowndes County, Mississippi(6,10)",28087,***,37.2,27.4,49.2,10,stable,18.6,-2.9,44.9,
"Lauderdale County, Alabama(6,10)",1077,***,37.2,30.2,45.4,21,stable,6.2,-2.6,15.9,
"Clackamas County, Oregon(6,10)",41005,***,37.2,33.5,41.2,79,stable,0.2,-11,12.8,
"Dane County, Wisconsin(6,10)",55025,***,37.1,33.4,41.1,79,falling,-9.2,-17,-0.7,
"Gooding County, Idaho(6,10)",16047,***,37.1,21.5,60.2,3,*,*,*,*,
"Escambia County, Florida(6,10)",12033,***,37.1,32.9,41.7,59,stable,-2.7,-17.9,15.4,
"Caroline County, Maryland(6,10)",24011,***,37.1,25,53,6,stable,19.4,-23.1,85.4,
"Gulf County, Florida(6,10)",12045,***,37.1,21.9,59.6,4,stable,-26.9,-53,13.7,
"Ozaukee County, Wisconsin(6,10)",55089,***,37.1,29.8,45.6,19,stable,12.2,-19,55.4,
"Wright County, Iowa(7,8)",19197,***,37.1,20.7,62.3,3,stable,0.6,-2.4,3.7,
"Flagler County, Florida(6,10)",12035,***,37.1,31.5,43.6,34,stable,-11.5,-26,5.7,
"Clark County, Kentucky(7,8)",21049,***,37,25.7,51.8,7,stable,0.8,-3,4.8,
"Bonner County, Idaho(6,10)",16017,***,37,27.6,49.2,12,stable,-10.1,-22.1,3.8,
"Cedar County, Missouri(6,10)",29039,***,37,21.9,60.1,4,stable,-9,-52.6,74.6,
"Worcester County, Maryland(6,10)",24047,***,37,29.2,46.9,16,stable,2.9,-16.3,26.7,
"Multnomah County, Oregon(6,10)",41051,***,37,33.9,40.3,116,stable,0.2,-14.6,17.6,
"Clay County, Missouri(6,10)",29047,***,37,31.7,42.9,37,stable,-3.5,-15.5,10.2,
"Sarpy County, Nebraska(6,10)",31153,***,37,30.2,44.7,23,stable,5,-13.4,27.2,
"Montgomery County, Ohio(6,10)",39113,***,36.9,33.8,40.3,107,stable,-1.8,-9.7,6.8,
"Cherokee County, South Carolina(6,10)",45021,***,36.9,27,49.3,10,stable,0.5,-44.9,83.5,
"Linn County, Iowa(7,8)",19113,***,36.9,31.9,42.5,40,stable,-0.6,-1.4,0.2,
"St. Johns County, Florida(6,10)",12109,***,36.9,32.2,42.1,47,stable,-2.3,-6.7,2.4,
"Fentress County, Tennessee(6,10)",47049,***,36.9,22.5,57.9,4,stable,7.3,-46.1,113.5,
"Bienville Parish, Louisiana(7)",22013,***,36.9,21,61.2,3,*,*,*,*,
"Flathead County, Montana(6,10)",30029,***,36.9,30,45,21,stable,-13.6,-31,8,
"Drew County, Arkansas(6,10)",5043,***,36.9,21.4,59.2,4,stable,-27.3,-55.9,19.9,
"Dale County, Alabama(6,10)",1045,***,36.8,26.6,49.7,9,stable,-15.9,-50.7,43.4,
"Cole County, Missouri(6,10)",29051,***,36.8,28.4,46.9,14,stable,7,-11.5,29.3,
"Wright County, Missouri(6,10)",29229,***,36.8,23.2,56.4,5,stable,-6.8,-40.3,45.5,
"Potter County, Texas(6,10)",48375,***,36.8,29.5,45.3,18,stable,-7.6,-22.7,10.5,
"Highlands County, Florida(6,10)",12055,***,36.8,31.4,43.2,39,falling,-12.3,-21.2,-2.4,
"Polk County, Florida(6,10)",12105,***,36.8,34.2,39.6,149,stable,-6.2,-13.3,1.6,
"Effingham County, Georgia(7,8)",13103,***,36.8,25.6,51,8,stable,0.5,-3.8,5.1,
"Snyder County, Pennsylvania(6,10)",42109,***,36.7,26.1,50.4,8,stable,-5.3,-30.4,28.8,
"Moultrie County, Illinois(6,10)",17139,***,36.7,21.2,60,3,*,*,*,*,
"Evangeline Parish, Louisiana(7,8)",22039,***,36.7,24.6,52.7,6,stable,-0.7,-5.2,4,
"Manassas City, Virginia(6,10)",51683,***,36.7,21.5,57.4,4,stable,-6.5,-67.7,170,
"Oklahoma County, Oklahoma(6,10)",40109,***,36.7,33.7,39.8,118,stable,8.2,-7.3,26.2,
"Dodge County, Wisconsin(6,10)",55027,***,36.7,29.6,45,19,stable,-6.4,-25.4,17.5,
"Angelina County, Texas(6,10)",48005,***,36.7,28.9,45.8,16,stable,-2.6,-22,21.7,
"Saline County, Arkansas(6,10)",5125,***,36.7,30.2,44.1,24,stable,-11.6,-26.9,7,
"Jackson County, Wisconsin(6,10)",55053,***,36.7,23.5,55.1,5,stable,-2.7,-44.4,70.1,
"Fayette County, Georgia(7,8)",13113,***,36.7,29.7,44.9,21,stable,0.1,-2.6,2.9,
"Kalamazoo County, Michigan(6,10)",26077,***,36.7 #  ,31.8,42,42,stable,-12.4,-28.4,7.1,
"Oregon County, Missouri(6,10)",29149,***,36.7,20.7,62.8,3,*,*,*,*,
"Middlesex County, Virginia(6,10)",51119,***,36.7,21.1,63.1,4,stable,-12.2,-24.2,1.6,
"Norfolk County, Massachusetts(6,10)",25021,***,36.7,33.9,39.6,133,stable,-3.5,-13.4,7.5,
"Miami County, Ohio(6,10)",39109,***,36.6,30,44.4,22,stable,-3.8,-26.9,26.5,
"Cuyahoga County, Ohio(6,10)",39035,***,36.6,34.6,38.7,251,stable,-1,-4,2.2,
"Estill County, Kentucky(7)",21065,***,36.6,20.1,61.8,3,*,*,*,*,
"Glynn County, Georgia(7,8)",13127,***,36.6,28.9,45.8,16,stable,0.4,-2.6,3.5,
"Camden County, Georgia(7,8)",13039,***,36.6,25.4,50.8,8,stable,-3.1,-7.1,1.1,
"Boyle County, Kentucky(7,8)",21021,***,36.6,24.4,53,6,stable,-0.4,-5.8,5.2,
"Columbia County, Oregon(6,10)",41009,***,36.6,27,48.5,11,stable,-8.8,-38,34.1,
"Amador County, California(7,8)",6005,***,36.5,27.5,48.3,11,stable,-1.8,-6.1,2.7,
"Stutsman County, North Dakota(6,10)",38093,***,36.5,23.2,55.2,5,stable,-5.9,-47.7,69.2,
"Yamhill County, Oregon(6,10)",41071,***,36.5,29.6,44.6,20,stable,-1.4,-21.1,23.3,
"Allamakee County, Iowa(7)",19005,***,36.5,21.9,58.6,4,*,*,*,*,
"Comanche County, Texas(6,10)",48093,***,36.5,22.1,58.6,4,stable,16,-24.7,78.7,
"Hardin County, Texas(6,10)",48199,***,36.5,26.7,48.6,10,stable,0.3,-14.6,17.7,
"Bartholomew County, Indiana(6,10)",18005,***,36.5,28.4,46,15,stable,-7.6,-45.2,55.7,
"Benton County, Washington(6,10)",53005,***,36.4,30.9,42.7,32,stable,-1.1,-7.8,6,
"Buffalo County, Wisconsin(6,10)",55011,***,36.4,21.1,60,3,*,*,*,*,
"Crawford County, Missouri(6,10)",29055,***,36.4,23.7,53.8,5,falling,-18.7,-29.3,-6.5,
"Alexander County, North Carolina(6,10)",37003,***,36.4,25.1,51.1,7,stable,-17.2,-35.1,5.6,
"Union County, New Jersey(7,8)",34039,***,36.4,33,40,89,falling,-4,-6.5,-1.4,
"Fountain County, Indiana(6,10)",18045,***,36.4,22.1,57.4,4,stable,-16.2,-45.6,29.1,
"Saunders County, Nebraska(6,10)",31155,***,36.4,22.8,55.5,5,stable,4.6,-68.2,244.9,
"Wilson County, Tennessee(6,10)",47189,***,36.4,29.5,44.3,22,falling,-10.7,-20.1,-0.2,
"Clark County, Ohio(6,10)",39023,***,36.4,30.7,42.9,30,rising,12.4,0.3,26,
"Greene County, Georgia(7)",13133,***,36.4,21.3,59.1,5,*,*,*,*,
"Wake County, North Carolina(6,10)",37183,***,36.3,33.3,39.6,117,stable,0.1,-13.7,16.1,
"Larimer County, Colorado(6,10)",8069,***,36.3,32,41,55,stable,10.7,-6,30.3,
"Eagle County, Colorado(6,10)",8037,***,36.3,21.5,56.2,5,stable,4.2,-64,201,
"McKean County, Pennsylvania(6,10)",42083,***,36.3,26.7,48.5,10,stable,2.7,-35.2,62.7,
"Laurel County, Kentucky(7,8)",21125,***,36.3,26.9,47.8,11,stable,-1,-3.9,2,
"Carroll County, Indiana(6,10)",18015,***,36.3,21.9,56.8,4,stable,24,-46.1,185.7,
"Sandoval County, New Mexico(7,8)",35043,***,36.3,29.9,43.5,25,stable,9.8,-0.8,21.7,
"Pontotoc County, Mississippi(6,10)",28115,***,36.3,23.3,53.6,5,stable,0,-32.3,47.5,
"Clinton County, Indiana(6,10)",18023,***,36.3,24.6,51.6,6,stable,17.6,-16.8,66.4,
"Mecosta County, Michigan(6,10)",26107,***,36.2 #  ,26,49.4,9,stable,-7.2,-23.4,12.6,
"McMinn County, Tennessee(6,10)",47107,***,36.2,27.4,47.3,12,stable,-14.2,-33.1,10.1,
"Asotin County, Washington(6,10)",53003,***,36.2,24,53.3,6,stable,13.6,-19.1,59.5,
"Greene County, Ohio(6,10)",39057,***,36.2,30.6,42.5,31,stable,1.8,-12.7,18.7,
"Codington County, South Dakota(6,10)",46029,***,36.2,23.7,53.1,5,falling,-19.5,-33.6,-2.5,
"St. Joseph County, Indiana(6,10)",18141,***,36.2,31.6,41.3,47,stable,2.3,-16.1,24.8,
"Livingston County, Michigan(6,10)",26093,***,36.2 #  ,30.6,42.5,33,stable,-3,-28.1,30.9,
"Pitkin County, Colorado(6,10)",8097,***,36.2,20,60.4,4,stable,0,-35.6,55.3,
"Phelps County, Missouri(6,10)",29161,***,36.2,25.9,49.2,8,stable,1.7,-8.9,13.5,
"Crawford County, Ohio(6,10)",39033,***,36.2,26.6,48.3,10,stable,1.4,-13.1,18.3,
"St. Landry Parish, Louisiana(7,8)",22097,***,36.2,28.2,45.7,15,stable,1.7,-2.1,5.6,
"Waldo County, Maine(6,10)",23027,***,36.2,26.3,48.9,10,stable,-5.6,-27.9,23.5,
"Waukesha County, Wisconsin(6,10)",55133,***,36.2,32.6,40,81,stable,-6.9,-16.3,3.6,
"San Patricio County, Texas(6,10)",48409,***,36.1,27.4,46.7,12,stable,12.9,-21.6,62.6,
"Delta County, Colorado(6,10)",8029,***,36.1,25.3,50.6,8,stable,-15.7,-40.5,19.5,
"Clay County, Indiana(6,10)",18021,***,36.1,23.8,52.9,6,stable,8.9,-25,58.1,
"El Dorado County, California(7,8)",6017,***,36.1,31.2,41.6,41,stable,-1.1,-3.3,1.1,
"Missoula County, Montana(6,10)",30063,***,36.1,29,44.4,20,stable,-1.2,-10,8.4,
"Antrim County, Michigan(6,10)",26009,***,36.1 #  ,25.3,51.4,7,stable,-7.9,-26.2,14.9,
"Simpson County, Kentucky(7)",21213,***,36.1,20.8,58.6,4,*,*,*,*,
"Arkansas County, Arkansas(6,10)",5001,***,36.1,21.5,57.2,4,stable,-5.3,-32.4,32.8,
"Johnson County, Arkansas(6,10)",5071,***,36.1,23.1,53.7,5,stable,-20.3,-53,35.3,
"Pickens County, Alabama(6,10)",1107,***,36,22.3,55.7,4,stable,-3.5,-35.7,44.8,
"Wayne County, Ohio(6,10)",39169,***,36,29.7,43.4,23,stable,1.4,-12.8,17.7,
"Johnson County, Texas(6,10)",48251,***,36,29.8,43.1,27,stable,-8.6,-18,1.8,
"Amherst County, Virginia(6,10)",51009,***,36,24.4,51.4,7,stable,6.6,-41.7,95.2,
"Carroll County, Virginia(6,10)",51035,***,36,25,50.7,8,stable,-14.2,-44.7,33.2,
"Copiah County, Mississippi(6,10)",28029,***,36,23.5,52.9,6,stable,-19.2,-41.9,12.5,
"Knox County, Tennessee(6,10)",47093,***,36,32.3,39.9,76,stable,6.5,-9,24.7,
"Jefferson County, Ohio(6,10)",39081,***,36,28.6,44.9,17,stable,-3.3,-15.4,10.6,
"Harrison County, Ohio(6,10)",39067,***,35.9,20.9,58.7,3,*,*,*,*,
"Bradford County, Pennsylvania(6,10)",42015,***,35.9,28.3,45.2,16,stable,0.1,-20.6,26.2,
"Fergus County, Montana(6,10)",30027,***,35.9,20.8,60.4,3,*,*,*,*,
"Crittenden County, Arkansas(6,10)",5035,***,35.9,24.4,50.7,7,stable,-20,-53,36,
"Christian County, Kentucky(7,8)",21047,***,35.9,26.4,47.5,10,stable,-0.7,-4.9,3.6,
"Hampden County, Massachusetts(6,10)",25013,***,35.9,32.5,39.6,84,stable,-6,-28.8,24.2,
"Marathon County, Wisconsin(6,10)",55073,***,35.9,30.1,42.5,28,stable,9.3,-2.6,22.7,
"Greene County, Indiana(6,10)",18055,***,35.9,24.8,50.4,7,falling,-25.2,-43.9,-0.3,
"Marion County, Kentucky(7)",21155,***,35.9,20.5,58,3,*,*,*,*,
"Matanuska-Susitna Borough, Alaska(6,10)",2170,***,35.9,27.2,46.2,15,stable,0.8,-17.5,23.2,
"Calumet County, Wisconsin(6,10)",55015,***,35.8,25.7,48.5,9,stable,1.2,-43.2,80.4,
"Butler County, Missouri(6,10)",29023,***,35.8,26.2,48.1,9,stable,-10.3,-27.7,11.4,
"Obion County, Tennessee(6,10)",47131,***,35.8,24.2,51.3,7,stable,12.6,-26.1,71.6,
"Dallas County, Iowa(7,8)",19049,***,35.8,26.4,47.3,10,stable,-0.9,-3.1,1.2,
"Piscataquis County, Maine(6,10)",23021,***,35.8,23,55.1,5,stable,-9.8,-39.9,35.3,
"Breckinridge County, Kentucky(7,8)",21027,***,35.8,22.3,55.1,5,stable,2.2,-1.9,6.5,
"Roanoke City, Virginia(6,10)",51770,***,35.8,28.6,44.3,18,stable,-8.3,-19.7,4.8,
"Howard County, Texas(6,10)",48227,***,35.8,24.3,50.8,6,stable,-10.6,-40.5,34.5,
"Norfolk City, Virginia(6,10)",51710,***,35.8,30.1,42.1,31,stable,-2,-28.8,35,
"Winnebago County, Illinois(6,10)",17201,***,35.8,31.5,40.4,54,stable,0.7,-13.2,16.9,
"Ripley County, Indiana(6,10)",18137,***,35.7,24,51.6,6,stable,23.4,-10.3,69.6,
"Putnam County, Indiana(6,10)",18133,***,35.7,25,49.7,7,stable,-11.6,-39,28,
"Gila County, Arizona(6,10)",4007,***,35.7,27.8,45.5,16,stable,-0.5,-32.3,46.3,
"Chesapeake City, Virginia(6,10)",51550,***,35.7,30.3,41.8,34,stable,-5.9,-17.5,7.4,
"Saline County, Illinois(6,10)",17165,***,35.7,23.6,52.3,6,stable,6.1,-46.7,111.3,
"Clay County, Florida(6,10)",12019,***,35.7,30.2,41.8,33,stable,-7.7,-14.8,0,
"Calcasieu Parish, Louisiana(7,8)",22019,***,35.7,30.3,41.7,33,stable,0.2,-1.7,2.1,
"Calhoun County, Alabama(6,10)",1015,***,35.7,28.9,43.5,21,stable,-15.3,-33,7,
"Lake County, Indiana(6,10)",18089,***,35.7,32.3,39.3,87,stable,0.6,-8.8,11,
"San Joaquin County, California(7,8)",6077,***,35.7,32.6,39,102,stable,-0.4,-1.7,1,
"Lee County, Mississippi(6,10)",28081,***,35.7,27.4,45.6,13,stable,6.4,-17.4,37.1,
"Franklin County, Georgia(7)",13119,***,35.6,22.2,54.6,5,*,*,*,*,
"Pike County, Pennsylvania(6,10)",42103,***,35.6,27.7,45.5,15,stable,-16.6,-38.6,13.2,
"Lawrence County, South Dakota(6,10)",46081,***,35.6,23.3,52.6,6,stable,-9.8,-26.2,10.2,
"Clearfield County, Pennsylvania(6,10)",42033,***,35.6,28.7,43.8,19,stable,-0.8,-17.5,19.3,
"Belmont County, Ohio(6,10)",39013,***,35.6,27.9,44.8,15,stable,-1.2,-26.1,31.9,
"Pickaway County, Ohio(6,10)",39129,***,35.6,25.8,47.8,9,stable,8,-24,53.5,
"Franklin County, Washington(6,10)",53021,***,35.6,25.3,48.2,9,stable,-5.1,-24.5,19.2,
"Brookings County, South Dakota(6,10)",46011,***,35.6,21.6,54.7,4,stable,-5,-52.7,90.6,
"Hall County, Nebraska(6,10)",31079,***,35.6,26.8,46.3,11,falling,-17.3,-29.2,-3.3,
"Marion County, West Virginia(6,10)",54049,***,35.6,27,46.1,12,stable,3.5,-13.3,23.7,
"Lincoln County, Oklahoma(6,10)",40081,***,35.5,24.6,49.9,7,stable,-9.1,-44.2,48.2,
"Louisa County, Virginia(6,10)",51109,***,35.5,24.7,49.9,8,stable,-3.6,-23.7,21.6,
"Mercer County, Ohio(6,10)",39107,***,35.5,25.6,48.2,9,stable,3,-17.6,28.8,
"Guernsey County, Ohio(6,10)",39059,***,35.5,25.2,48.8,8,stable,-0.3,-31.6,45.2,
"Clarke County, Virginia(6,10)",51043,***,35.5,20.3,59.1,3,*,*,*,*,
"Spokane County, Washington(6,10)",53063,***,35.5,32.1,39.2,85,stable,-4.9,-13.6,4.7,
"Habersham County, Georgia(7,8)",13137,***,35.5,25.4,48.4,9,stable,-0.6,-4.6,3.6,
"Beaufort County, South Carolina(6,10)",45013,***,35.5,30.9,40.6,46,stable,0.5,-14,17.5,
"Gaston County, North Carolina(6,10)",37071,***,35.4,30.3,41.3,36,stable,-2.5,-24.8,26.5,
"Anderson County, Kentucky(7,8)",21005,***,35.4,20.6,56.7,4,stable,-3,-7.4,1.6,
"Ottawa County, Michigan(6,10)",26139,***,35.4 #  ,30.8,40.5,44,stable,-10.9,-22.6,2.6,
"Jackson County, Illinois(6,10)",17077,***,35.4,26.1,47.1,10,stable,-14.4,-37.2,16.6,
"Avoyelles Parish, Louisiana(7,8)",22009,***,35.4,24.9,48.9,8,stable,1,-3.1,5.2,
"Chilton County, Alabama(6,10)",1021,***,35.4,25.2,48.5,8,stable,-11.9,-33.2,16.4,
"Ward County, North Dakota(6,10)",38101,***,35.4,26.2,46.7,10,stable,4.6,-8.2,19.2,
"Jefferson County, Wisconsin(6,10)",55055,***,35.4,27.7,44.6,15,stable,-7.8,-18.1,3.8,
"Lowndes County, Georgia(7,8)",13185,***,35.4,27.6,44.7,15,stable,0.3,-3.1,3.9,
"Burke County, North Carolina(6,10)",37023,***,35.4,28.4,43.7,19,stable,11.1,-13.7,43,
"McClain County, Oklahoma(6,10)",40087,***,35.4,24.5,49.7,7,stable,17.7,-8.6,51.5,
"Morgan County, Missouri(6,10)",29141,***,35.4,23.5,52.4,6,stable,18.5,-18.2,71.7,
"Bay County, Florida(6,10)",12005,***,35.4,30.3,41.1,35,stable,-2.5,-14.3,10.9,
"Lincoln County, North Carolina(6,10)",37109,***,35.3,27.4,44.9,15,stable,12,-3.5,30,
"Wyoming County, West Virginia(6,10)",54109,***,35.3,22.4,53.6,5,stable,-12.8,-34.5,15.9,
"Guilford County, North Carolina(6,10)",37081,***,35.3,31.9,39,81,stable,-2.3,-11.9,8.4,
"Cobb County, Georgia(7,8)",13067,***,35.3,31.9,39,87,stable,0.1,-0.9,1,
"Johnson County, Illinois(6,10)",17087,***,35.3,20.6,58.2,4,*,*,*,*,
"Carroll County, Georgia(7,8)",13045,***,35.3,27.8,44.2,17,stable,-2.4,-5.3,0.6,
"Woodbury County, Iowa(7,8)",19193,***,35.3,28.1,43.7,17,stable,-0.7,-2.2,0.8,
"Stephens County, Oklahoma(6,10)",40137,***,35.3,25.9,47.1,10,stable,-5,-19.4,12,
"Juneau County, Wisconsin(6,10)",55057,***,35.3,23.9,50.6,6,stable,-7.8,-43.2,49.6,
"Hill County, Texas(6,10)",48217,***,35.3,25,48.6,8,stable,6.1,-11,26.3,
"Knox County, Maine(6,10)",23013,***,35.3,26.2,46.9,11,stable,-3,-37.5,50.7,
"Wharton County, Texas(6,10)",48481,***,35.2,25,48.4,8,stable,5.7,-10.9,25.4,
