County,FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(Ü) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (á) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Gastric/Female
"Knox County, Texas(6,10)",48275,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Kodiak Island Borough, Alaska(6,10)",2150,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Kootenai County, Idaho(6,10)",16055,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Kosciusko County, Indiana(6,10)",18085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Kossuth County, Iowa(7)",19109,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"La Paz County, Arizona(6,10)",4012,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"La Plata County, Colorado(6,10)",8067,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"La Salle County, Illinois(6,10)",17099,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"La Salle County, Texas(6,10)",48283,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"La Salle Parish, Louisiana(7)",22059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"LaFourche Parish, Louisiana(7)",22057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"LaGrange County, Indiana(6,10)",18087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"LaMoure County, North Dakota(6,10)",38045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Laclede County, Missouri(6,10)",29105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lafayette County, Arkansas(6,10)",5073,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lafayette County, Florida(6,10)",12067,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lafayette County, Mississippi(6,10)",28071,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lafayette County, Missouri(6,10)",29107,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lafayette County, Wisconsin(6,10)",55065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, California(7)",6033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, Colorado(6,10)",8065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, Michigan(6,10)",26085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, Montana(6,10)",30047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, Oregon(6,10)",41037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, South Dakota(6,10)",46079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake County, Tennessee(6,10)",47095,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lake and Peninsula Borough, Alaska(6,10)",2164,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lamar County, Alabama(6,10)",1075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lamar County, Georgia(7)",13171,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lamar County, Mississippi(6,10)",28073,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lamar County, Texas(6,10)",48277,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lamb County, Texas(6,10)",48279,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lamoille County, Vermont(6,10)",50015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lampasas County, Texas(6,10)",48281,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lancaster County, South Carolina(6,10)",45057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lancaster County, Virginia(6,10)",51103,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Langlade County, Wisconsin(6,10)",55067,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lanier County, Georgia(7)",13173,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lapeer County, Michigan(6,10)",26087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Laramie County, Wyoming(6,10)",56021,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Larue County, Kentucky(7)",21123,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Las Animas County, Colorado(6,10)",8071,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lassen County, California(7)",6035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Latah County, Idaho(6,10)",16057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Latimer County, Oklahoma(6,10)",40077,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lauderdale County, Alabama(6,10)",1077,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lauderdale County, Mississippi(6,10)",28075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lauderdale County, Tennessee(6,10)",47097,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Laurel County, Kentucky(7)",21125,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Laurens County, Georgia(7)",13175,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Laurens County, South Carolina(6,10)",45059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lavaca County, Texas(6,10)",48285,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Alabama(6,10)",1079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Arkansas(6,10)",5075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Illinois(6,10)",17101,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Indiana(6,10)",18093,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Kentucky(7)",21127,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Mississippi(6,10)",28077,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Missouri(6,10)",29109,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Ohio(6,10)",39087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Pennsylvania(6,10)",42073,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, South Dakota(6,10)",46081,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lawrence County, Tennessee(6,10)",47099,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Le Flore County, Oklahoma(6,10)",40079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lea County, New Mexico(7)",35025,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Leake County, Mississippi(6,10)",28079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lebanon County, Pennsylvania(6,10)",42075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Arkansas(6,10)",5077,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Georgia(7)",13177,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Illinois(6,10)",17103,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Iowa(7)",19111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Kentucky(7)",21129,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Mississippi(6,10)",28081,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, North Carolina(6,10)",37105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, South Carolina(6,10)",45061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Texas(6,10)",48287,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lee County, Virginia(6,10)",51105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Leelanau County, Michigan(6,10)",26089,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Leflore County, Mississippi(6,10)",28083,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lemhi County, Idaho(6,10)",16059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lenawee County, Michigan(6,10)",26091,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lenoir County, North Carolina(6,10)",37107,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Leon County, Texas(6,10)",48289,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Leslie County, Kentucky(7)",21131,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Letcher County, Kentucky(7)",21133,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Levy County, Florida(6,10)",12075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, Idaho(6,10)",16061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, Kentucky(7)",21135,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, Missouri(6,10)",29111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, New York(6,10)",36049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, Tennessee(6,10)",47101,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, Washington(6,10)",53041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis County, West Virginia(6,10)",54041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lewis and Clark County, Montana(6,10)",30049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lexington City, Virginia(6,10)",51678,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Liberty County, Florida(6,10)",12077,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Liberty County, Georgia(7)",13179,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Liberty County, Montana(6,10)",30051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Liberty County, Texas(6,10)",48291,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Limestone County, Alabama(6,10)",1083,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Limestone County, Texas(6,10)",48293,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Arkansas(6,10)",5079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Colorado(6,10)",8073,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Georgia(7)",13181,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Idaho(6,10)",16063,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Kentucky(7)",21137,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Maine(6,10)",23015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Mississippi(6,10)",28085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Missouri(6,10)",29113,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Montana(6,10)",30053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Nebraska(6,10)",31111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, New Mexico(7)",35027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, North Carolina(6,10)",37109,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Oklahoma(6,10)",40081,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Oregon(6,10)",41041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, South Dakota(6,10)",46083,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Tennessee(6,10)",47103,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Washington(6,10)",53043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, West Virginia(6,10)",54043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Wisconsin(6,10)",55069,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln County, Wyoming(6,10)",56023,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lincoln Parish, Louisiana(7)",22061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Linn County, Missouri(6,10)",29115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Linn County, Oregon(6,10)",41043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lipscomb County, Texas(6,10)",48295,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Little River County, Arkansas(6,10)",5081,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Live Oak County, Texas(6,10)",48297,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Livingston County, Illinois(6,10)",17105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Livingston County, Kentucky(7)",21139,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Livingston County, Missouri(6,10)",29117,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Livingston County, New York(6,10)",36051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Livingston Parish, Louisiana(7)",22063,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Llano County, Texas(6,10)",48299,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Arkansas(6,10)",5083,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Colorado(6,10)",8075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Illinois(6,10)",17107,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Kentucky(7)",21141,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Nebraska(6,10)",31113,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, North Dakota(6,10)",38047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Ohio(6,10)",39091,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, Oklahoma(6,10)",40083,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Logan County, West Virginia(6,10)",54045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Long County, Georgia(7)",13183,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lonoke County, Arkansas(6,10)",5085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Los Alamos County, New Mexico(7)",35028,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Loudon County, Tennessee(6,10)",47105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Louisa County, Iowa(7)",19115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Louisa County, Virginia(6,10)",51109,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Loup County, Nebraska(6,10)",31115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Love County, Oklahoma(6,10)",40085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Loving County, Texas(6,10)",48301,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lowndes County, Alabama(6,10)",1085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lowndes County, Georgia(7)",13185,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lowndes County, Mississippi(6,10)",28087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lucas County, Iowa(7)",19117,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Luce County, Michigan(6,10)",26095,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lumpkin County, Georgia(7)",13187,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Luna County, New Mexico(7)",35029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lunenburg County, Virginia(6,10)",51111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lycoming County, Pennsylvania(6,10)",42081,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lyman County, South Dakota(6,10)",46085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lynchburg City, Virginia(6,10)",51680,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lynn County, Texas(6,10)",48305,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lyon County, Iowa(7)",19119,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Lyon County, Kentucky(7)",21143,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Mackinac County, Michigan(6,10)",26097,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Macon County, Alabama(6,10)",1087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Macon County, Georgia(7)",13193,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Macon County, Missouri(6,10)",29121,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Macon County, North Carolina(6,10)",37113,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Macon County, Tennessee(6,10)",47111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Macoupin County, Illinois(6,10)",17117,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Arkansas(6,10)",5087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Florida(6,10)",12079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Georgia(7)",13195,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Idaho(6,10)",16065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Indiana(6,10)",18095,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Iowa(7)",19121,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Kentucky(7,8)",21151,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Mississippi(6,10)",28089,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Missouri(6,10)",29123,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Montana(6,10)",30057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Nebraska(6,10)",31119,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, New York(6,10)",36053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, North Carolina(6,10)",37115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Ohio(6,10)",39097,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Tennessee(6,10)",47113,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Texas(6,10)",48313,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison County, Virginia(6,10)",51113,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Madison Parish, Louisiana(7)",22065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Magoffin County, Kentucky(7)",21153,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Mahaska County, Iowa(7)",19123,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Major County, Oklahoma(6,10)",40093,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Malheur County, Oregon(6,10)",41045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Manassas City, Virginia(6,10)",51683,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Manassas Park City, Virginia(6,10)",51685,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Manistee County, Michigan(6,10)",26101,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Manitowoc County, Wisconsin(6,10)",55071,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marengo County, Alabama(6,10)",1091,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Maries County, Missouri(6,10)",29125,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marinette County, Wisconsin(6,10)",55075,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Alabama(6,10)",1093,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Arkansas(6,10)",5089,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Georgia(7)",13197,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Illinois(6,10)",17121,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Iowa(7)",19125,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Kentucky(7)",21155,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Mississippi(6,10)",28091,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Missouri(6,10)",29127,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Ohio(6,10)",39101,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, South Carolina(6,10)",45067,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Tennessee(6,10)",47115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, Texas(6,10)",48315,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marion County, West Virginia(6,10)",54049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Mariposa County, California(7)",6043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marlboro County, South Carolina(6,10)",45069,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marquette County, Michigan(6,10)",26103,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marquette County, Wisconsin(6,10)",55077,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Alabama(6,10)",1095,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Illinois(6,10)",17123,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Indiana(6,10)",18099,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Iowa(7)",19127,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Kentucky(7)",21157,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Mississippi(6,10)",28093,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Oklahoma(6,10)",40095,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, South Dakota(6,10)",46091,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, Tennessee(6,10)",47117,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Marshall County, West Virginia(6,10)",54051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Martin County, Indiana(6,10)",18101,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Martin County, Kentucky(7)",21159,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Martin County, North Carolina(6,10)",37117,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Martin County, Texas(6,10)",48317,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Martinsville City, Virginia(6,10)",51690,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
